LEVEL,AA,AG,AP,COMB,AR,GR,PR,ER,CR,OR,SCORE,AVGFPS,GAMING,PCP,SEX,AGE,PE,NAVGFPS,NPE,NFPSPE,NAA,NAG,NAP
19,1,1,1,3,1,3,5,3,5,4,1000,52,5,1,F,18 to 25,,,,,,,
19,1,1,1,3,3,3,3,4,3,3,1000,40,5,2,F,18 to 25,,,,,,,
19,1,1,1,3,1,3,3,3,5,4,1000,53,3,3,M,18 to 25,,,,,,,
19,1,1,1,3,2,3,2,2,3,2,1000,53,3,4,F,12 to 17,,,,,,,
19,1,1,1,3,1,1,1,1,1,1,1000,53,4,5,M,18 to 25,,,,,,,
19,1,1,1,3,1,3,1,2,2,2,1000,46,4,6,F,18 to 25,,,,,,,
19,1,1,1,3,2,3,3,4,4,4,1000,47,4,7,F,18 to 25,,,,,,,
19,1,1,1,3,3,5,5,5,5,5,1000,53,3,8,M,12 to 17,,,,,,,
19,1,1,1,3,1,5,5,5,5,5,1000,58,5,9,F,18 to 25,,,,,,,
19,1,1,1,3,1,2,2,3,5,2,1000,53,4,10,F,12 to 17,,,,,,,
19,1,1,1,3,2,4,3,3,4,3,1000,57,2,11,M,18 to 25,,,,,,,
19,1,1,1,3,1,2,1,1,3,1,1000,56,4,12,M,18 to 25,,,,,,,
19,1,1,1,3,5,5,5,5,5,5,1000,49,5,13,M,18 to 25,,,,,,,
19,1,1,1,3,3,2,3,5,5,3,1000,51,5,14,F,18 to 25,,,,,,,
19,1,1,1,3,1,4,4,4,5,4,1000,54,3,15,F,18 to 25,,,,,,,
19,1,1,1,3,2,4,4,5,5,4,1000,51,4,16,F,18 to 25,,,,,,,
19,1,1,1,3,1,4,5,5,5,5,1000,51,3,17,M,18 to 25,,,,,,,
19,1,1,1,3,1,5,5,5,5,5,1000,53,3,18,F,18 to 25,,,,,,,
19,1,1,1,3,3,4,5,5,5,5,1000,47,2,19,F,18 to 25,,,,,,,
19,1,1,1,3,1,4,5,3,4,4,1000,57,1,20,F,18 to 25,,,,,,,
19,1,1,1,3,3,4,1,3,3,4,1000,46,3,21,F,18 to 25,,,,,,,
19,1,1,1,3,3,2,4,2,3,2,1000,52,3,22,M,12 to 17,,,,,,,
19,1,1,1,3,3,2,2,2,3,2,1000,57,4,23,F,12 to 17,,,,,,,
19,1,1,1,3,1,1,1,2,3,2,1000,52,4,24,F,18 to 25,,,,,,,
20,3,1,3,7,1,4,5,5,5,5,1000,46,5,1,F,18 to 25,,,,,,,
20,3,1,3,7,3,3,3,4,4,3,1000,52,5,2,F,18 to 25,,,,,,,
20,3,1,3,7,2,3,4,5,5,4,1000,52,3,3,M,18 to 25,,,,,,,
20,3,1,3,7,2,3,3,3,4,3,1000,55,3,4,F,12 to 17,,,,,,,
20,3,1,3,7,1,1,5,4,4,3,809,55,4,5,M,18 to 25,,,,,,,
20,3,1,3,7,2,1,1,1,1,1,1000,52,4,6,F,18 to 25,,,,,,,
20,3,1,3,7,1,2,2,3,3,3,1000,47,4,7,F,18 to 25,,,,,,,
20,3,1,3,7,5,5,5,5,5,5,327,52,3,8,M,12 to 17,,,,,,,
20,3,1,3,7,3,5,5,5,5,5,1000,51,5,9,F,18 to 25,,,,,,,
20,3,1,3,7,4,2,4,4,5,4,1000,56,4,10,F,12 to 17,,,,,,,
20,3,1,3,7,4,4,3,4,4,4,770,56,2,11,M,18 to 25,,,,,,,
20,3,1,3,7,3,2,5,4,4,4,1000,58,4,12,M,18 to 25,,,,,,,
20,3,1,3,7,5,5,5,5,5,5,172,50,5,13,M,18 to 25,,,,,,,
20,3,1,3,7,2,3,4,5,5,3,1000,51,5,14,F,18 to 25,,,,,,,
20,3,1,3,7,1,4,4,5,5,4,1000,55,3,15,F,18 to 25,,,,,,,
20,3,1,3,7,3,2,3,4,4,3,1000,52,4,16,F,18 to 25,,,,,,,
20,3,1,3,7,5,3,4,5,5,4,1000,50,3,17,M,18 to 25,,,,,,,
20,3,1,3,7,1,4,4,4,4,4,1000,52,3,18,F,18 to 25,,,,,,,
20,3,1,3,7,3,4,5,5,5,5,1000,51,2,19,F,18 to 25,,,,,,,
20,3,1,3,7,3,4,4,4,4,4,1000,58,1,20,F,18 to 25,,,,,,,
20,3,1,3,7,4,4,3,3,3,3,1000,50,3,21,F,18 to 25,,,,,,,
20,3,1,3,7,3,1,2,3,2,3,1000,51,3,22,M,12 to 17,,,,,,,
20,3,1,3,7,5,3,3,4,3,4,442,51,4,23,F,12 to 17,,,,,,,
20,3,1,3,7,2,2,2,3,3,3,1000,50,4,24,F,18 to 25,,,,,,,
21,1,2,1,4,1,4,1,5,5,5,1000,45,5,1,F,18 to 25,,,,,,,
21,1,2,1,4,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,,,,,,,
21,1,2,1,4,2,3,3,5,5,4,1000,44,3,3,M,18 to 25,,,,,,,
21,1,2,1,4,1,3,2,2,3,2,1000,42,3,4,F,12 to 17,,,,,,,
21,1,2,1,4,1,5,4,3,3,3,1000,44,4,5,M,18 to 25,,,,,,,
21,1,2,1,4,1,3,2,2,3,2,1000,43,4,6,F,18 to 25,,,,,,,
21,1,2,1,4,1,2,2,3,3,3,1000,41,4,7,F,18 to 25,,,,,,,
21,1,2,1,4,3,5,5,5,5,5,1000,45,3,8,M,12 to 17,,,,,,,
21,1,2,1,4,1,5,5,5,5,5,1000,45,5,9,F,18 to 25,,,,,,,
21,1,2,1,4,1,2,3,3,5,3,258,45,4,10,F,12 to 17,,,,,,,
21,1,2,1,4,2,4,4,3,3,3,1000,43,2,11,M,18 to 25,,,,,,,
21,1,2,1,4,1,2,2,1,3,1,1000,43,4,12,M,18 to 25,,,,,,,
21,1,2,1,4,5,5,5,5,5,5,1000,42,5,13,M,18 to 25,,,,,,,
21,1,2,1,4,1,4,4,5,5,4,1000,41,5,14,F,18 to 25,,,,,,,
21,1,2,1,4,1,4,4,5,5,4,1000,42,3,15,F,18 to 25,,,,,,,
21,1,2,1,4,2,4,4,3,5,4,1000,40,4,16,F,18 to 25,,,,,,,
21,1,2,1,4,2,3,4,3,3,3,1000,40,3,17,M,18 to 25,,,,,,,
21,1,2,1,4,1,5,5,5,5,5,1000,39,3,18,F,18 to 25,,,,,,,
21,1,2,1,4,3,5,4,4,5,5,1000,41,2,19,F,18 to 25,,,,,,,
21,1,2,1,4,1,5,5,4,5,4,1000,43,1,20,F,18 to 25,,,,,,,
21,1,2,1,4,3,2,2,1,4,3,1000,43,3,21,F,18 to 25,,,,,,,
21,1,2,1,4,1,2,1,1,3,2,1000,43,3,22,M,12 to 17,,,,,,,
21,1,2,1,4,2,3,3,2,3,3,1000,43,4,23,F,12 to 17,,,,,,,
21,1,2,1,4,1,2,1,2,3,2,1000,43,4,24,F,18 to 25,,,,,,,
22,1,3,1,5,1,4,5,5,5,5,1000,44,5,1,F,18 to 25,,,,,,,
22,1,3,1,5,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,,,,,,,
22,1,3,1,5,2,3,4,5,4,4,1000,43,3,3,M,18 to 25,,,,,,,
22,1,3,1,5,1,2,2,2,2,2,1000,44,3,4,F,12 to 17,,,,,,,
22,1,3,1,5,1,5,1,2,1,2,1000,42,4,5,M,18 to 25,,,,,,,
22,1,3,1,5,1,4,3,3,3,3,665,43,4,6,F,18 to 25,,,,,,,
22,1,3,1,5,1,3,3,3,3,3,1000,41,4,7,F,18 to 25,,,,,,,
22,1,3,1,5,3,5,5,5,5,5,1000,46,3,8,M,12 to 17,,,,,,,
22,1,3,1,5,1,5,5,5,5,5,1000,44,5,9,F,18 to 25,,,,,,,
22,1,3,1,5,1,3,2,3,5,3,250,44,4,10,F,12 to 17,,,,,,,
22,1,3,1,5,2,4,4,3,4,3,1000,42,2,11,M,18 to 25,,,,,,,
22,1,3,1,5,1,5,3,2,3,2,1000,43,4,12,M,18 to 25,,,,,,,
22,1,3,1,5,5,5,5,5,5,5,1000,42,5,13,M,18 to 25,,,,,,,
22,1,3,1,5,1,4,4,5,5,4,1000,41,5,14,F,18 to 25,,,,,,,
22,1,3,1,5,1,4,5,5,5,5,1000,42,3,15,F,18 to 25,,,,,,,
22,1,3,1,5,1,5,4,5,5,4,1000,39,4,16,F,18 to 25,,,,,,,
22,1,3,1,5,4,4,3,4,4,4,1000,39,3,17,M,18 to 25,,,,,,,
22,1,3,1,5,1,3,2,3,2,2,999,39,3,18,F,18 to 25,,,,,,,
22,1,3,1,5,3,4,2,3,5,4,1000,41,2,19,F,18 to 25,,,,,,,
22,1,3,1,5,1,5,5,5,4,4,1000,43,1,20,F,18 to 25,,,,,,,
22,1,3,1,5,3,3,2,4,4,3,999,42,3,21,F,18 to 25,,,,,,,
22,1,3,1,5,1,2,1,1,2,1,1000,41,3,22,M,12 to 17,,,,,,,
22,1,3,1,5,2,4,2,2,3,3,1000,43,4,23,F,12 to 17,,,,,,,
22,1,3,1,5,1,1,1,2,3,1,999,36,4,24,F,18 to 25,,,,,,,
23,3,2,3,8,5,4,5,5,5,5,1000,44,5,1,F,18 to 25,,,,,,,
23,3,2,3,8,5,5,5,5,5,5,1000,44,5,2,F,18 to 25,,,,,,,
23,3,2,3,8,3,4,4,5,5,4,1000,43,3,3,M,18 to 25,,,,,,,
23,3,2,3,8,3,3,3,3,3,3,1000,44,3,4,F,12 to 17,,,,,,,
23,3,2,3,8,4,4,5,4,3,4,944,43,4,5,M,18 to 25,,,,,,,
23,3,2,3,8,3,3,2,3,2,3,1000,37,4,6,F,18 to 25,,,,,,,
23,3,2,3,8,2,2,2,3,3,3,1000,37,4,7,F,18 to 25,,,,,,,
23,3,2,3,8,5,5,5,5,5,5,1000,44,3,8,M,12 to 17,,,,,,,
23,3,2,3,8,4,5,5,5,5,5,1000,45,5,9,F,18 to 25,,,,,,,
23,3,2,3,8,3,5,3,5,5,4,1000,43,4,10,F,12 to 17,,,,,,,
23,3,2,3,8,4,5,5,4,4,5,1000,42,2,11,M,18 to 25,,,,,,,
23,3,2,3,8,4,3,4,4,3,3,1000,43,4,12,M,18 to 25,,,,,,,
23,3,2,3,8,5,5,5,5,5,5,332,41,5,13,M,18 to 25,,,,,,,
23,3,2,3,8,4,4,5,5,5,4,1000,42,5,14,F,18 to 25,,,,,,,
23,3,2,3,8,1,4,4,5,5,4,1000,38,3,15,F,18 to 25,,,,,,,
23,3,2,3,8,3,4,5,5,4,4,1000,40,4,16,F,18 to 25,,,,,,,
23,3,2,3,8,4,4,4,4,4,4,1000,39,3,17,M,18 to 25,,,,,,,
23,3,2,3,8,2,3,3,3,3,3,1000,40,3,18,F,18 to 25,,,,,,,
23,3,2,3,8,2,4,2,3,5,4,309,39,2,19,F,18 to 25,,,,,,,
23,3,2,3,8,5,5,5,5,5,5,1000,43,1,20,F,18 to 25,,,,,,,
23,3,2,3,8,4,5,5,4,4,4,1000,45,3,21,F,18 to 25,,,,,,,
23,3,2,3,8,3,2,4,1,2,3,1000,41,3,22,M,12 to 17,,,,,,,
23,3,2,3,8,4,3,3,3,4,3,574,43,4,23,F,12 to 17,,,,,,,
23,3,2,3,8,3,3,3,4,4,4,1000,42,4,24,F,18 to 25,,,,,,,
24,3,2,2,7,1,5,5,5,4,5,1000,45,5,1,F,18 to 25,,,,,,,
24,3,2,2,7,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,,,,,,,
24,3,2,2,7,2,4,4,4,5,4,1000,44,3,3,M,18 to 25,,,,,,,
24,3,2,2,7,4,4,3,4,4,3,1000,43,3,4,F,12 to 17,,,,,,,
24,3,2,2,7,2,4,4,4,4,4,1000,42,4,5,M,18 to 25,,,,,,,
24,3,2,2,7,1,4,4,3,3,3,1000,42,4,6,F,18 to 25,,,,,,,
24,3,2,2,7,1,3,3,3,3,3,1000,40,4,7,F,18 to 25,,,,,,,
24,3,2,2,7,4,5,5,5,5,5,1000,43,3,8,M,12 to 17,,,,,,,
24,3,2,2,7,3,5,5,5,5,5,1000,45,5,9,F,18 to 25,,,,,,,
24,3,2,2,7,1,4,5,3,5,4,1000,42,4,10,F,12 to 17,,,,,,,
24,3,2,2,7,2,5,5,3,4,4,1000,43,2,11,M,18 to 25,,,,,,,
24,3,2,2,7,2,2,4,2,3,2,1000,43,4,12,M,18 to 25,,,,,,,
24,3,2,2,7,5,5,5,5,5,5,1000,43,5,13,M,18 to 25,,,,,,,
24,3,2,2,7,2,4,4,5,5,3,1000,42,5,14,F,18 to 25,,,,,,,
24,3,2,2,7,1,5,5,5,5,5,1000,42,3,15,F,18 to 25,,,,,,,
24,3,2,2,7,4,5,4,5,5,5,1000,38,4,16,F,18 to 25,,,,,,,
24,3,2,2,7,4,5,3,4,4,4,1000,39,3,17,M,18 to 25,,,,,,,
24,3,2,2,7,2,3,3,3,3,3,1000,40,3,18,F,18 to 25,,,,,,,
24,3,2,2,7,2,4,3,3,5,3,326,42,2,19,F,18 to 25,,,,,,,
24,3,2,2,7,2,5,5,5,5,4,1000,43,1,20,F,18 to 25,,,,,,,
24,3,2,2,7,4,5,4,4,4,4,1000,43,3,21,F,18 to 25,,,,,,,
24,3,2,2,7,2,1,1,1,2,3,1000,41,3,22,M,12 to 17,,,,,,,
24,3,2,2,7,2,4,4,4,3,4,1000,43,4,23,F,12 to 17,,,,,,,
24,3,2,2,7,1,2,2,2,2,2,1000,43,4,24,F,18 to 25,,,,,,,
25,3,1,1,5,2,4,5,5,5,5,1000,51,5,1,F,18 to 25,,,,,,,
25,3,1,1,5,3,5,5,4,4,4,1000,52,5,2,F,18 to 25,,,,,,,
25,3,1,1,5,2,4,4,4,5,4,1000,52,3,3,M,18 to 25,,,,,,,
25,3,1,1,5,3,3,2,3,2,3,1000,55,3,4,F,12 to 17,,,,,,,
25,3,1,1,5,1,2,1,1,2,1,997,53,4,5,M,18 to 25,,,,,,,
25,3,1,1,5,1,4,3,3,3,3,1000,53,4,6,F,18 to 25,,,,,,,
25,3,1,1,5,1,4,4,4,4,4,999,53,4,7,F,18 to 25,,,,,,,
25,3,1,1,5,4,5,5,5,5,5,1000,53,3,8,M,12 to 17,,,,,,,
25,3,1,1,5,2,5,5,5,5,5,1000,59,5,9,F,18 to 25,,,,,,,
25,3,1,1,5,1,1,1,1,5,1,999,53,4,10,F,12 to 17,,,,,,,
25,3,1,1,5,2,4,4,3,4,4,1000,50,2,11,M,18 to 25,,,,,,,
25,3,1,1,5,1,1,1,2,3,1,1000,56,4,12,M,18 to 25,,,,,,,
25,3,1,1,5,5,5,5,5,5,5,1000,50,5,13,M,18 to 25,,,,,,,
25,3,1,1,5,3,4,3,4,5,3,1000,49,5,14,F,18 to 25,,,,,,,
25,3,1,1,5,1,2,2,2,3,2,1000,55,3,15,F,18 to 25,,,,,,,
25,3,1,1,5,4,4,5,5,5,5,1000,52,4,16,F,18 to 25,,,,,,,
25,3,1,1,5,2,5,5,5,5,5,1000,50,3,17,M,18 to 25,,,,,,,
25,3,1,1,5,1,3,3,3,3,3,1000,40,3,18,F,18 to 25,,,,,,,
25,3,1,1,5,2,3,3,4,5,4,996,51,2,19,F,18 to 25,,,,,,,
25,3,1,1,5,1,4,4,3,4,4,1000,57,1,20,F,18 to 25,,,,,,,
25,3,1,1,5,3,3,3,3,3,3,621,51,3,21,F,18 to 25,,,,,,,
25,3,1,1,5,1,2,4,2,1,1,671,53,3,22,M,12 to 17,,,,,,,
25,3,1,1,5,2,2,2,2,3,2,1000,57,4,23,F,12 to 17,,,,,,,
25,3,1,1,5,1,2,2,1,2,1,322,51,4,24,F,18 to 25,,,,,,,
26,1,3,2,6,1,3,5,5,4,4,1000,44,5,1,F,18 to 25,,,,,,,
26,1,3,2,6,3,5,5,4,4,4,1000,43,5,2,F,18 to 25,,,,,,,
26,1,3,2,6,2,4,3,4,4,4,1000,43,3,3,M,18 to 25,,,,,,,
26,1,3,2,6,1,3,3,4,3,3,1000,43,3,4,F,12 to 17,,,,,,,
26,1,3,2,6,1,5,5,5,5,4,1000,42,4,5,M,18 to 25,,,,,,,
26,1,3,2,6,1,5,4,3,3,4,1000,40,4,6,F,18 to 25,,,,,,,
26,1,3,2,6,1,4,4,4,4,4,1000,42,4,7,F,18 to 25,,,,,,,
26,1,3,2,6,3,5,5,5,5,5,1000,43,3,8,M,12 to 17,,,,,,,
26,1,3,2,6,2,5,5,5,5,5,760,46,5,9,F,18 to 25,,,,,,,
26,1,3,2,6,1,5,5,4,5,4,1000,43,4,10,F,12 to 17,,,,,,,
26,1,3,2,6,2,5,5,3,4,4,1000,43,2,11,M,18 to 25,,,,,,,
26,1,3,2,6,1,5,3,3,3,3,1000,43,4,12,M,18 to 25,,,,,,,
26,1,3,2,6,5,5,5,5,5,5,1000,43,5,13,M,18 to 25,,,,,,,
26,1,3,2,6,1,3,4,4,5,2,1000,43,5,14,F,18 to 25,,,,,,,
26,1,3,2,6,1,4,4,5,5,4,1000,42,3,15,F,18 to 25,,,,,,,
26,1,3,2,6,4,4,5,5,5,5,1000,39,4,16,F,18 to 25,,,,,,,
26,1,3,2,6,2,4,4,4,4,4,583,42,3,17,M,18 to 25,,,,,,,
26,1,3,2,6,1,3,3,3,2,3,1000,39,3,18,F,18 to 25,,,,,,,
26,1,3,2,6,2,4,3,3,5,3,400,40,2,19,F,18 to 25,,,,,,,
26,1,3,2,6,1,4,5,5,4,4,999,43,1,20,F,18 to 25,,,,,,,
26,1,3,2,6,3,5,5,4,4,4,1000,41,3,21,F,18 to 25,,,,,,,
26,1,3,2,6,1,2,3,1,2,1,1000,42,3,22,M,12 to 17,,,,,,,
26,1,3,2,6,1,4,3,3,3,3,1000,43,4,23,F,12 to 17,,,,,,,
26,1,3,2,6,1,5,5,5,5,4,1000,42,4,24,F,18 to 25,,,,,,,
27,1,3,3,7,1,3,5,5,3,4,1000,43,5,1,F,18 to 25,,,,,,,
27,1,3,3,7,3,5,5,4,4,4,1000,44,5,2,F,18 to 25,,,,,,,
27,1,3,3,7,2,5,5,5,5,5,1000,43,3,3,M,18 to 25,,,,,,,
27,1,3,3,7,1,3,3,3,3,2,952,44,3,4,F,12 to 17,,,,,,,
27,1,3,3,7,1,5,4,4,4,4,1000,43,4,5,M,18 to 25,,,,,,,
27,1,3,3,7,1,4,4,4,4,3,1000,43,4,6,F,18 to 25,,,,,,,
27,1,3,3,7,1,2,2,3,3,3,1000,44,4,7,F,18 to 25,,,,,,,
27,1,3,3,7,3,5,5,5,5,5,1000,46,3,8,M,12 to 17,,,,,,,
27,1,3,3,7,1,5,5,5,5,5,998,44,5,9,F,18 to 25,,,,,,,
27,1,3,3,7,1,5,5,4,5,4,1000,42,4,10,F,12 to 17,,,,,,,
27,1,3,3,7,2,5,5,3,4,4,1000,42,2,11,M,18 to 25,,,,,,,
27,1,3,3,7,1,4,2,2,3,2,1000,43,4,12,M,18 to 25,,,,,,,
27,1,3,3,7,1,5,5,5,5,5,1000,44,5,13,M,18 to 25,,,,,,,
27,1,3,3,7,1,3,3,3,4,3,1000,41,5,14,F,18 to 25,,,,,,,
27,1,3,3,7,1,4,3,5,5,4,1000,43,3,15,F,18 to 25,,,,,,,
27,1,3,3,7,4,3,2,4,5,4,1000,39,4,16,F,18 to 25,,,,,,,
27,1,3,3,7,4,4,5,4,4,4,1000,39,3,17,M,18 to 25,,,,,,,
27,1,3,3,7,1,3,3,5,4,3,1000,39,3,18,F,18 to 25,,,,,,,
27,1,3,3,7,2,4,3,4,4,4,958,43,2,19,F,18 to 25,,,,,,,
27,1,3,3,7,1,5,5,5,5,4,1000,43,1,20,F,18 to 25,,,,,,,
27,1,3,3,7,3,4,5,4,4,4,1000,42,3,21,F,18 to 25,,,,,,,
27,1,3,3,7,5,2,3,4,3,3,981,42,3,22,M,12 to 17,,,,,,,
27,1,3,3,7,2,4,2,3,3,3,1000,43,4,23,F,12 to 17,,,,,,,
27,1,3,3,7,1,3,2,2,3,3,1000,43,4,24,F,18 to 25,,,,,,,